ranking,titulo,anio,puntaje,genero,votos,direccion,duracion,ganancias
5057,Color of Night,1994,5.1,"Misterio, Romántica, Suspenso",20738,Richard Rush,121,19.72
5058,The Pyramid,2014,4.6,"Acción, Aventura, Horror",20731,Grégory Levasseur,89,2.76
5059,"War, Inc.",2008,5.7,"Acción, Comedia, Suspenso",20731,Joshua Seftel,107,0.58
5060,Obvious Child,2014,6.8,"Comedia, Drama, Romántica",20720,Gillian Robespierre,84,3.12
5061,Legionnaire,1998,5.4,"Acción, Aventura, Drama",20718,Peter MacDonald,99,NA
5062,Barefoot,2014,6.6,"Comedia, Drama, Romántica",20703,Andrew Fleming,90,0.01
5063,Beaches,1988,6.9,"Comedia, Drama, Música",20702,Garry Marshall,123,57.04
5064,I'm a Cyborg,2006,7.1,"Comedia, Drama, Romántica",20685,Chan-wook Park,105,NA
5065,The Man Who Fell to Earth,1976,6.7,"Ciencia Ficción, Drama",20642,Nicolas Roeg,139,0.1
5066,The Importance of Being Earnest,2002,6.9,"Comedia, Drama, Romántica",20639,Oliver Parker,97,8.38
5067,Nights in Rodanthe,2008,6,"Drama, Romántica",20635,George C. Wolfe,97,41.85
5068,Swimming with Sharks,1994,7.1,"Comedia, Crimen",20615,George Huang,93,0.38
5069,Z,1969,8.2,"Crimen, Drama, Histórico",20612,Costa-Gavras,127,0.08
5070,Dhoom:2,2006,6.5,"Acción, Crimen, Suspenso",20600,Sanjay Gadhvi,152,2.64
5071,Prizzi's Honor,1985,6.8,"Comedia, Crimen, Drama",20575,John Huston,130,26.7
5072,Mersal,2017,8.1,"Acción, Suspenso",20549,Atlee Kumar,172,NA
5073,Thief,1981,7.4,"Acción, Crimen, Drama",20547,Michael Mann,123,11.49
5074,Laws of Attraction,2004,5.9,"Comedia, Romántica",20546,Peter Howitt,90,17.85
5075,Reservation Road,2007,6.7,"Crimen, Drama, Suspenso",20545,Terry George,102,0.12
5076,Get Low,2009,7.1,"Drama, Misterio",20545,Aaron Schneider,103,9.18
5077,Men at Work,1990,5.9,"Acción, Comedia, Crimen",20544,Emilio Estevez,98,16.25
5078,Material Girls,2006,3.9,"Comedia, Familiar, Romántica",20527,Martha Coolidge,98,11.44
5079,Green Card,1990,6.2,"Comedia, Drama, Romántica",20526,Peter Weir,107,29.89
5080,The Black Hole,1979,5.9,"Acción, Ciencia Ficción",20520,Gary Nelson,98,NA
5081,Jungle 2 Jungle,1997,5.1,"Comedia, Familiar",20513,John Pasquin,105,59.93
5082,Manderlay,2005,7.4,Drama,20504,Lars von Trier,139,0.08
5083,Dersu Uzala,1975,8.3,"Aventura, Biografía, Drama",20502,Akira Kurosawa,142,NA
5084,Little Boy,2015,7.4,"Drama, Histórico, Guerra",20494,Alejandro Monteverde,106,6.42
5085,Glitter,2001,2.2,"Drama, Música, Romántica",20492,Vondie Curtis-Hall,104,4.27
5086,The Castle of Cagliostro,1979,7.7,"Animación, Aventura, Familiar",20473,Hayao Miyazaki,100,NA
5087,An American Tail: Fievel Goes West,1991,6.5,"Animación, Aventura, Familiar",20467,Phil Nibbelink,75,22.17
5088,You Can't Take It with You,1938,8,"Comedia, Drama, Romántica",20464,Frank Capra,126,4.66
5089,Silent House,2011,5.3,"Drama, Horror, Misterio",20451,Chris Kentis,86,12.56
5090,Jing wu ying xiong,1994,7.6,"Acción, Drama, Suspenso",20449,Gordon Chan,103,NA
5091,Junebug,2005,7,"Comedia, Drama",20447,Phil Morrison,106,2.68
5092,About Last Night,2014,6.1,"Comedia, Romántica",20438,Steve Pink,100,48.64
5093,Gabbar is Back,2015,7.2,"Acción, Drama",20434,Radha Krishna Jagarlamudi,128,NA
5094,I Kill Giants,2017,6.2,"Drama, Fantasía, Suspenso",20426,Anders Walter,106,NA
5095,Nelyubov,2017,7.7,Drama,20394,Andrey Zvyagintsev,127,0.57
5096,Two Mules for Sister Sara,1970,7,"Aventura, Romántica, Guerra",20384,Don Siegel,116,NA
5097,Malice,1993,6.4,"Crimen, Misterio, Suspenso",20376,Harold Becker,107,46.04
5098,Free Birds,2013,5.9,"Animación, Aventura, Comedia",20376,Jimmy Hayward,91,55.75
5099,Nashville,1975,7.8,"Comedia, Drama, Música",20369,Robert Altman,160,9.98
5100,Good Kill,2014,6.4,"Drama, Suspenso, Guerra",20365,Andrew Niccol,102,0.32
5101,Saboteur,1942,7.2,"Suspenso, Guerra",20363,Alfred Hitchcock,109,NA
5102,Love & Friendship,2016,6.4,"Comedia, Drama, Romántica",20357,Whit Stillman,90,14.01
5103,Last Days,2005,5.8,"Drama, Música",20350,Gus Van Sant,97,0.45
5104,The Titan,2018,4.8,"Ciencia Ficción, Suspenso",20325,Lennart Ruff,97,NA
5105,Dare mo shiranai,2004,8.1,Drama,20313,Hirokazu Koreeda,141,0.68
5106,Captain Underpants: The First Epic Movie,2017,6.2,"Animación, Acción, Comedia",20310,David Soren,89,73.92
5107,Down to Earth,2001,5.4,"Comedia, Fantasía",20310,Chris Weitz,87,64.19
5108,Under Suspicion,2000,6.5,"Crimen, Drama, Suspenso",20297,Stephen Hopkins,110,0.26
5109,Every Which Way But Loose,1978,6.3,"Acción, Comedia",20292,James Fargo,114,106
5110,My Name Is Nobody,1973,7.5,"Comedia, Oeste",20282,Tonino Valerii,116,NA
5111,Away from Her,2006,7.6,Drama,20253,Sarah Polley,110,4.57
5112,Juice,1992,7.1,"Acción, Crimen, Drama",20247,Ernest R. Dickerson,95,20.15
5113,Brother,2000,7.2,"Crimen, Drama, Suspenso",20236,Takeshi Kitano,114,0.45
5114,Horsemen,2009,5.6,"Crimen, Drama, Misterio",20225,Jonas Åkerlund,90,NA
5115,Jason and the Argonauts,1963,7.4,"Aventura, Familiar, Fantasía",20218,Don Chaffey,104,NA
5116,Do lok tin si,1995,7.7,"Crimen, Drama, Romántica",20213,Kar-Wai Wong,99,NA
5117,Thuppakki,2012,7.9,"Acción, Suspenso",20213,A.R. Murugadoss,165,NA
5118,Ricki and the Flash,2015,5.9,"Comedia, Drama, Música",20208,Jonathan Demme,101,26.82
5119,The Upside of Anger,2005,6.9,"Comedia, Drama",20208,Mike Binder,118,18.76
5120,Grave Encounters 2,2012,5.1,Horror,20195,John Poliquin,95,NA
5121,Brokedown Palace,1999,6.4,"Drama, Misterio, Suspenso",20187,Jonathan Kaplan,100,10.11
5122,Josie and the Pussycats,2001,5.4,"Comedia, Música",20179,Harry Elfont,98,14.25
5123,On Deadly Ground,1994,4.4,"Acción, Aventura, Suspenso",20175,Steven Seagal,101,38.59
5124,Bleed for This,2016,6.8,"Biografía, Drama, Deportes",20166,Ben Younger,117,4.85
5125,Wind Chill,2007,5.9,"Drama, Horror, Suspenso",20153,Gregory Jacobs,91,0.02
5126,School Ties,1992,6.9,Drama,20152,Robert Mandel,106,14.72
5127,In the Cut,2003,5.3,"Misterio, Suspenso",20148,Jane Campion,119,4.75
5128,Tres metros sobre el cielo,2010,7,"Acción, Drama, Romántica",20136,Fernando González Molina,118,NA
5129,Dolphin Tale,2011,6.9,"Drama, Familiar",20134,Charles Martin Smith,113,72.29
5130,Cyrano de Bergerac,1990,7.5,"Comedia, Drama, Histórico",20127,Jean-Paul Rappeneau,137,15.14
5131,Rundskop,2011,7.4,"Crimen, Drama",20126,Michaël R. Roskam,129,0.15
5132,Madras Cafe,2013,7.7,"Acción, Drama",20125,Shoojit Sircar,130,NA
5133,Silver Bullet,1985,6.4,Horror,20115,Daniel Attias,95,5.4
5134,Tasogare Seibei,2002,8.1,"Drama, Histórico",20101,Yôji Yamada,129,NA
5135,The Swan Princess,1994,6.5,"Animación, Comedia, Familiar",20100,Richard Rich,89,9.77
5136,Psycho II,1983,6.4,"Crimen, Horror, Misterio",20099,Richard Franklin,113,34.73
5137,The Hunger,1983,6.7,Horror,20095,Tony Scott,97,5.98
5138,Nothing But Trouble,1991,4.9,Comedia,20091,Dan Aykroyd,94,8.48
5139,One Eight Seven,1997,6.7,"Drama, Suspenso",20091,Kevin Reynolds,119,5.72
5140,Dear Frankie,2004,7.8,"Drama, Romántica",20090,Shona Auerbach,105,1.34
5141,Gaslight,1944,7.8,"Crimen, Drama, Misterio",20083,George Cukor,114,NA
5142,The Wolf Man,1941,7.4,Horror,20069,George Waggner,70,NA
5143,Wonderland,2003,6.6,"Crimen, Drama, Misterio",20048,James Cox,104,1.06
5144,Friend Request,2016,5.3,"Horror, Suspenso",20038,Simon Verhoeven,92,3.76
5145,The Spanish Prisoner,1997,7.3,"Drama, Misterio, Suspenso",20028,David Mamet,110,10.2
5146,The Glass Castle,2017,7.2,"Biografía, Drama",20016,Destin Daniel Cretton,127,17.27
5147,St. Trinian's,2007,5.8,"Comedia, Familiar",20014,Oliver Parker,97,NA
5148,Fathers & Daughters,2015,7.1,Drama,20000,Gabriele Muccino,116,NA
5149,Wrong Turn 4: Bloody Beginnings,2011,4.6,Horror,19990,Declan O'Brien,93,NA
5150,Ink,2009,7,"Acción, Drama, Fantasía",19984,Jamin Winans,107,NA
5151,3 Men and a Little Lady,1990,5.3,"Comedia, Drama, Familiar",19973,Emile Ardolino,104,71.61
5152,Leprechaun,1993,4.7,"Comedia, Fantasía, Horror",19959,Mark Jones,92,8.56
5153,The Tin Drum,1979,7.6,"Drama, Guerra",19955,Volker Schlöndorff,142,NA
5154,Closed Circuit,2013,6.2,"Crimen, Drama, Misterio",19952,John Crowley,96,5.73
5155,Starter for 10,2006,6.7,"Comedia, Drama, Romántica",19948,Tom Vaughan,92,0.21
5156,Cat's Eye,1985,6.3,"Comedia, Horror, Suspenso",19946,Lewis Teague,94,13.09
5157,Pete's Dragon,1977,6.4,"Animación, Aventura, Comedia",19940,Don Chaffey,128,40.1
5158,Soul Plane,2004,4.4,Comedia,19934,Jessy Terrero,86,13.92
5159,The Last Mimzy,2007,6.3,"Drama, Familiar, Ciencia Ficción",19920,Robert Shaye,90,21.47
5160,9 Songs,2004,4.8,"Drama, Música, Romántica",19917,Michael Winterbottom,71,0.05
5161,Jessabelle,2014,5.4,"Horror, Suspenso",19917,Kevin Greutert,90,NA
5162,House,1985,6.2,"Comedia, Fantasía, Horror",19916,Steve Miner,93,19.44
5163,Beverly Hills Chihuahua,2008,3.8,"Aventura, Comedia, Drama",19909,Raja Gosnell,91,94.51
5164,The Great Raid,2005,6.7,"Acción, Drama, Guerra",19908,John Dahl,132,10.17
5165,The Story of Us,1999,5.9,"Comedia, Drama, Romántica",19893,Rob Reiner,95,27.07
5166,Walkabout,1971,7.7,"Aventura, Drama",19891,Nicolas Roeg,100,NA
5167,Mies vailla menneisyyttä,2002,7.7,"Comedia, Drama, Romántica",19882,Aki Kaurismäki,97,0.92
5168,The Master of Disguise,2002,3.3,"Aventura, Comedia, Familiar",19872,Perry Andelin Blake,80,40.36
5169,Rollerball,1975,6.6,"Acción, Ciencia Ficción, Deportes",19861,Norman Jewison,125,30
5170,Thumbsucker,2005,6.6,"Comedia, Drama",19854,Mike Mills,96,1.33
5171,The Mummy,1932,7.2,"Fantasía, Horror",19852,Karl Freund,73,NA
5172,Strange Wilderness,2008,5.3,"Aventura, Comedia",19846,Fred Wolf,87,6.56
5173,Eight Crazy Nights,2002,5.3,"Animación, Comedia, Musical",19841,Seth Kearsley,76,23.44
5174,Doghouse,2009,6.1,"Comedia, Horror, Ciencia Ficción",19841,Jake West,89,NA
5175,Home Again,2017,5.8,"Comedia, Drama, Romántica",19839,Hallie Meyers-Shyer,97,27.02
5176,Death and the Maiden,1994,7.3,"Drama, Misterio, Suspenso",19834,Roman Polanski,103,2.1
5177,American Mary,2012,6.3,"Drama, Horror",19820,Jen Soska,103,NA
5178,Eagle vs Shark,2007,6.8,"Comedia, Romántica",19818,Taika Waititi,88,0.22
5179,Padmaavat,2018,7,"Drama, Histórico, Romántica",19813,Sanjay Leela Bhansali,164,11.85
5180,Surviving Christmas,2004,5.4,"Comedia, Romántica",19810,Mike Mitchell,91,11.66
5181,Memoirs of an Invisible Man,1992,5.9,"Comedia, Romántica, Ciencia Ficción",19807,John Carpenter,99,14.36
5182,Great Expectations,1946,7.9,"Aventura, Drama, Misterio",19799,David Lean,118,NA
5183,Agneepath,2012,7,"Acción, Drama",19798,Karan Malhotra,174,1.98
5184,Factory Girl,2006,6.4,"Biografía, Drama",19795,George Hickenlooper,90,1.66
5185,New York Minute,2004,4.9,"Comedia, Crimen, Familiar",19788,Dennie Gordon,91,14.02
5186,Død snø 2,2014,6.9,"Acción, Comedia, Horror",19777,Tommy Wirkola,100,NA
5187,"Roman J. Israel, Esq.",2017,6.4,"Crimen, Drama",19774,Dan Gilroy,122,11.96
5188,New in Town,2009,5.6,"Comedia, Romántica",19767,Jonas Elmer,97,16.73
5189,Spring,2014,6.7,"Horror, Romántica, Ciencia Ficción",19761,Justin Benson,109,0.05
5190,Miss March,2009,5,"Comedia, Romántica",19741,Zach Cregger,90,4.54
5191,The Big Heat,1953,8,"Crimen, Cine negro, Suspenso",19735,Fritz Lang,89,NA
5192,The Bonfire of the Vanities,1990,5.5,"Comedia, Drama, Romántica",19727,Brian De Palma,125,15.69
5193,Cold Creek Manor,2003,4.9,"Horror, Misterio, Suspenso",19726,Mike Figgis,118,21.38
5194,Höstsonaten,1978,8.3,"Drama, Música",19723,Ingmar Bergman,92,NA
5195,Los amantes pasajeros,2013,5.6,Comedia,19718,Pedro Almodóvar,90,1.37
5196,The Dyatlov Pass Incident,2013,5.7,"Horror, Misterio, Ciencia Ficción",19717,Renny Harlin,100,NA
5197,Cooties,2014,5.7,"Acción, Comedia, Horror",19693,Jonathan Milott,88,0.06
5198,The Serpent and the Rainbow,1988,6.5,"Fantasía, Horror",19682,Wes Craven,98,19.6
5199,The Trip,2010,7,"Comedia, Drama",19679,Michael Winterbottom,112,2.01
5200,Tuck Everlasting,2002,6.7,"Drama, Familiar, Fantasía",19668,Jay Russell,90,19.16
5201,The Fabulous Baker Boys,1989,6.8,"Drama, Música, Romántica",19665,Steve Kloves,114,18.1
5202,Arn: Tempelriddaren,2007,6.6,"Acción, Aventura, Drama",19662,Peter Flinth,139,NA
5203,The Birth of a Nation,1915,6.7,"Drama, Histórico, Guerra",19659,D.W. Griffith,195,10
5204,Sgt. Bilko,1996,5.7,Comedia,19657,Jonathan Lynn,93,30.36
5205,Killshot,2008,6,"Acción, Crimen, Drama",19651,John Madden,95,0.02
5206,Darr,1993,7.9,"Drama, Romántica, Suspenso",19650,Yash Chopra,178,NA
5207,The Million Dollar Hotel,2000,5.9,"Drama, Misterio, Suspenso",19647,Wim Wenders,122,0.05
5208,Vidocq,2001,6.5,"Acción, Crimen, Fantasía",19647,Pitof,98,NA
5209,Nowhere to Run,1993,5.6,"Acción, Crimen, Drama",19640,Robert Harmon,94,22.19
5210,Alphaville,1965,7.2,"Drama, Misterio, Ciencia Ficción",19639,Jean-Luc Godard,99,0.05
5211,HouseSitter,1992,6.1,"Comedia, Romántica",19639,Frank Oz,102,58.5
5212,Bodyguard,2011,4.6,"Acción, Romántica",19635,Siddique,130,NA
5213,Needful Things,1993,6.2,"Crimen, Drama, Fantasía",19608,Fraser C. Heston,120,15.19
5214,Hamlet,1990,6.8,Drama,19605,Franco Zeffirelli,135,20.71
5215,Roma città aperta,1945,8.1,"Drama, Suspenso, Guerra",19595,Roberto Rossellini,103,NA
5216,100 Girls,2000,5.9,"Comedia, Romántica",19592,Michael Davis,94,NA
5217,Redbelt,2008,6.8,"Drama, Deportes",19592,David Mamet,99,2.34
5218,The End of the Affair,1999,7.1,"Drama, Romántica",19590,Neil Jordan,102,10.66
5219,White Squall,1996,6.6,"Aventura, Drama",19586,Ridley Scott,129,10.3
5220,Phenomena,1985,6.9,"Horror, Misterio",19569,Dario Argento,116,NA
5221,Novecento,1976,7.7,"Drama, Histórico",19560,Bernardo Bertolucci,317,NA
5222,The Thomas Crown Affair,1968,7,"Crimen, Drama, Romántica",19535,Norman Jewison,102,NA
5223,The Shootist,1976,7.7,"Drama, Romántica, Oeste",19523,Don Siegel,100,5.99
5224,Habitación en Roma,2010,6.2,"Drama, Romántica",19517,Julio Medem,107,NA
5225,Dark Star,1974,6.4,"Comedia, Ciencia Ficción",19516,John Carpenter,83,NA
5226,House on Haunted Hill,1959,6.9,"Horror, Misterio",19514,William Castle,75,NA
5227,A Good Old Fashioned Orgy,2011,6.2,"Comedia, Romántica",19512,Alex Gregory,95,0.15
5228,Simon Birch,1998,6.9,"Comedia, Drama, Familiar",19511,Mark Steven Johnson,114,18.25
5229,If....,1968,7.6,Drama,19499,Lindsay Anderson,111,NA
5230,Passion,2012,5.3,"Drama, Horror, Misterio",19497,Brian De Palma,102,0.09
5231,After the Dark,2013,5.7,"Drama, Fantasía, Ciencia Ficción",19489,John Huddles,107,NA
5232,Afflicted,2013,6.3,"Horror, Misterio, Suspenso",19479,Derek Lee,85,0.12
5233,Breaking Away,1979,7.7,"Comedia, Drama, Romántica",19458,Peter Yates,101,16.42
5234,The Blob,1958,6.4,"Horror, Ciencia Ficción",19452,Irvin S. Yeaworth Jr.,86,NA
5235,Setup,2011,4.4,"Acción, Crimen, Drama",19447,Mike Gunther,85,NA
5236,Below,2002,6.2,"Acción, Horror, Misterio",19443,David Twohy,105,0.61
5237,Umberto D.,1952,8.2,Drama,19436,Vittorio De Sica,89,0.07
5238,We're No Angels,1989,6.1,"Comedia, Crimen",19424,Neil Jordan,106,10.56
5239,Immortel (ad vitam),2004,6,"Animación, Acción, Crimen",19424,Enki Bilal,103,NA
5240,Fearless,1993,7.1,"Drama, Suspenso",19420,Peter Weir,122,7
5241,Resurrecting the Champ,2007,6.7,"Drama, Deportes",19416,Rod Lurie,112,3.17
5242,The Woman,2011,6,Horror,19414,Lucky McKee,101,NA
5243,Bande à Part,1964,7.8,"Comedia, Crimen, Drama",19411,Jean-Luc Godard,95,0.04
5244,Kvinden i buret,2013,7.2,"Crimen, Misterio, Suspenso",19403,Mikkel Nørgaard,96,NA
5245,Pink Flamingos,1972,6.1,"Comedia, Crimen",19401,John Waters,93,0.18
5246,Accidental Hero,1992,6.5,"Comedia, Drama, Romántica",19395,Stephen Frears,119,19.51
5247,They Came Together,2014,5.5,"Comedia, Romántica",19386,David Wain,83,NA
5248,Mildred Pierce,1945,8,"Crimen, Drama, Cine negro",19385,Michael Curtiz,111,NA
5249,Mars Needs Moms,2011,5.4,"Animación, Aventura, Familiar",19383,Simon Wells,88,21.38
5250,The Leopard,1963,8.1,"Drama, Histórico",19356,Luchino Visconti,186,NA
5251,The Signal,2007,6.1,"Horror, Ciencia Ficción, Suspenso",19356,David Bruckner,103,0.6
5252,The Way We Were,1973,7.1,"Drama, Romántica",19344,Sydney Pollack,118,NA
5253,Winchester,2018,5.4,"Biografía, Fantasía, Horror",19339,Michael Spierig,99,25.09
5254,Vampire in Brooklyn,1995,4.5,"Comedia, Fantasía, Horror",19316,Wes Craven,100,19.75
5255,Lucky You,2007,5.9,"Drama, Romántica, Deportes",19316,Curtis Hanson,124,5.76
5256,First Daughter,2004,5,"Comedia, Drama, Romántica",19308,Forest Whitaker,106,9.06
5257,Mansfield Park,1999,7.1,"Comedia, Drama, Romántica",19300,Patricia Rozema,112,4.76
5258,Birdy,1984,7.3,"Drama, Guerra",19298,Alan Parker,120,1.46
5259,Behind the Mask: The Rise of Leslie Vernon,2006,6.8,"Comedia, Horror, Suspenso",19287,Scott Glosserman,92,0.07
5260,State and Main,2000,6.8,"Comedia, Drama",19283,David Mamet,105,6.92
5261,The Postman Always Rings Twice,1981,6.6,"Crimen, Drama, Romántica",19269,Bob Rafelson,122,12.38
5262,Last Chance Harvey,2008,6.7,"Drama, Romántica",19269,Joel Hopkins,93,14.88
5263,Out for Justice,1991,6.1,"Acción, Crimen, Drama",19268,John Flynn,91,39.67
5264,Les parapluies de Cherbourg,1964,7.9,"Drama, Musical, Romántica",19253,Jacques Demy,91,0.02
5265,Bang Bang,2014,5.5,"Acción, Aventura, Comedia",19242,Siddharth Anand,153,2.55
5266,Deck the Halls,2006,4.9,"Comedia, Familiar",19239,John Whitesell,93,35.09
5267,Breakfast on Pluto,2005,7.3,"Comedia, Drama",19238,Neil Jordan,128,0.83
5268,Medicine Man,1992,6,"Aventura, Drama, Romántica",19237,John McTiernan,106,45.5
5269,A Silent Voice,2016,8.2,"Animación, Drama, Romántica",19209,Naoko Yamada,130,NA
5270,The Last Detail,1973,7.6,"Comedia, Drama",19207,Hal Ashby,104,NA
5271,Annapolis,2006,5.8,"Drama, Romántica, Deportes",19205,Justin Lin,108,17.13
5272,The Fly II,1989,5,"Horror, Ciencia Ficción",19204,Chris Walas,105,20.02
5273,The Angriest Man in Brooklyn,2014,5.7,"Comedia, Drama",19179,Phil Alden Robinson,83,NA
5274,Code 46,2003,6.2,"Drama, Romántica, Ciencia Ficción",19172,Michael Winterbottom,93,0.2
5275,Hoje Eu Quero Voltar Sozinho,2014,7.9,"Drama, Romántica",19166,Daniel Ribeiro,96,0.1
5276,American Animals,2018,7,"Crimen, Drama",19164,Bart Layton,116,2.86
5277,Fireproof,2008,6.6,"Drama, Romántica",19145,Alex Kendrick,122,33.46
5278,The Opposite of Sex,1998,6.5,Comedia,19145,Don Roos,105,5.88
5279,The Magnificent Ambersons,1942,7.9,"Drama, Romántica",19138,Orson Welles,88,NA
5280,"The Goods: Live Hard, Sell Hard",2009,5.8,Comedia,19133,Neal Brennan,89,15.1
5281,The Punisher,1989,5.7,"Acción, Crimen, Drama",19129,Mark Goldblatt,89,NA
5282,The History Boys,2006,6.9,"Comedia, Drama, Romántica",19121,Nicholas Hytner,109,2.71
5283,Lonely Hearts,2006,6.5,"Crimen, Drama, Romántica",19118,Todd Robinson,108,0.19
5284,Catch-22,1970,7.2,"Comedia, Drama, Guerra",19112,Mike Nichols,122,24.91
5285,Guru,2007,7.8,"Biografía, Drama",19101,Mani Ratnam,166,2.09
5286,McCabe & Mrs. Miller,1971,7.7,"Drama, Oeste",19089,Robert Altman,120,NA
5287,Hoffa,1992,6.6,"Biografía, Crimen, Drama",19083,Danny DeVito,140,24.28
5288,Tillsammans,2000,7.5,"Comedia, Drama, Romántica",19079,Lukas Moodysson,106,1.07
5289,Better Watch Out,2016,6.5,"Comedia, Crimen, Horror",19075,Chris Peckover,89,0.02
5290,The Sacrifice,1986,8.1,Drama,19072,Andrei Tarkovsky,149,0.3
5291,Hotel for Dogs,2009,5.4,"Comedia, Familiar",19064,Thor Freudenthal,100,73.03
5292,Intruders,2011,5.4,"Fantasía, Horror, Suspenso",19063,Juan Carlos Fresnadillo,100,0.07
5293,Butter,2011,6.2,"Comedia, Drama",19037,Jim Field Smith,90,0.07
5294,Disturbing Behavior,1998,5.6,"Horror, Misterio, Ciencia Ficción",19017,David Nutter,84,17.41
5295,Waiting for Forever,2010,6,"Comedia, Drama, Romántica",19017,James Keach,95,0.03
5296,Survival of the Dead,2009,4.9,"Comedia, Drama, Horror",19009,George A. Romero,90,0.1
5297,Tamara Drewe,2010,6.2,"Comedia, Drama, Romántica",19007,Stephen Frears,107,0.56
5298,Stardust Memories,1980,7.4,"Comedia, Drama",19004,Woody Allen,89,10.39
5299,Saints and Soldiers,2003,6.8,"Acción, Drama, Guerra",19004,Ryan Little,90,1.31
5300,Viridiana,1961,8.2,"Comedia, Drama",18996,Luis Buñuel,90,NA
5301,Braven,2018,6.1,"Acción, Drama",18989,Lin Oeding,94,NA
5302,Rosencrantz & Guildenstern Are Dead,1990,7.5,"Comedia, Drama",18987,Tom Stoppard,117,0.74
5303,Ain't Them Bodies Saints,2013,6.4,"Crimen, Drama, Romántica",18984,David Lowery,96,0.39
5304,Vanity Fair,2004,6.2,Drama,18983,Mira Nair,141,16.14
5305,Pieces of April,2003,7.1,"Comedia, Drama",18983,Peter Hedges,80,2.53
5306,Enigma,2001,6.4,"Drama, Misterio, Romántica",18968,Michael Apted,119,4.3
5307,Cleanskin,2012,6.3,"Acción, Crimen, Drama",18964,Hadi Hajaig,108,NA
5308,The Riot Club,2014,6,"Drama, Suspenso",18958,Lone Scherfig,107,NA
5309,Dark Blue,2002,6.6,"Crimen, Drama, Suspenso",18954,Ron Shelton,118,9.06
5310,Im Juli,2000,7.8,"Aventura, Comedia, Romántica",18953,Fatih Akin,99,NA
5311,Exorcist II: The Heretic,1977,3.7,Horror,18947,John Boorman,118,30.75
5312,Såsom i en spegel,1961,8.1,Drama,18946,Ingmar Bergman,89,NA
5313,Martian Child,2007,6.8,"Comedia, Drama, Familiar",18945,Menno Meyjes,106,7.49
5314,The House of the Spirits,1993,6.9,"Drama, Romántica",18942,Bille August,140,6.27
5315,Aliens in the Attic,2009,5.4,"Animación, Aventura, Comedia",18941,John Schultz,86,25.2
5316,Revenge,2017,6.3,"Acción, Horror, Suspenso",18928,Coralie Fargeat,108,0.1
5317,Possession,1981,7.4,"Drama, Horror",18925,Andrzej Zulawski,124,1.11
5318,Bad News Bears,2005,5.8,"Comedia, Deportes",18919,Richard Linklater,113,32.87
5319,The Brady Bunch Movie,1995,6,Comedia,18901,Betty Thomas,90,46.58
